time,actual-u1,actual-u2,actual-u3,actual-u4,actual-u5,actual-u6,S1-noise-u1,S1-noise-u2,S1-noise-u3,S1-noise-u4,S1-noise-u5,S1-noise-u6,S1-gp-u1,S1-gp-u2,S1-gp-u3,S1-gp-u4,S1-gp-u5,S1-gp-u6,S1-proj-u1,S1-proj-u2,S1-proj-u3,S1-proj-u4,S1-proj-u5,S1-proj-u6,S2-noise-u1,S2-noise-u2,S2-noise-u3,S2-noise-u4,S2-noise-u5,S2-noise-u6,S2-gp-u1,S2-gp-u2,S2-gp-u3,S2-gp-u4,S2-gp-u5,S2-gp-u6,S2-proj-u1,S2-proj-u2,S2-proj-u3,S2-proj-u4,S2-proj-u5,S2-proj-u6
0.0,1.0,8.0,8.0,8.0,8.0,8.0,6.849074249027126,8.675327301540904,8.634410038204788,7.428695358599044,13.263931240607924,7.5241411086524455,0.8618800629822511,5.112666109413587,6.454668428755667,6.5713489066265405,4.733805307657549,4.456594982932999,2.117519021308462,7.645382854781999,8.553843789928239,10.401819883754232,8.224842768384296,8.322540440235873,4.354842799932465,9.623881149324049,0.6460839807979566,9.497197252430889,2.175924691532118,6.1740497208509755,2.115967965035803,1.5212908333703776,7.119306760730625,6.336629734914259,4.929851522484984,4.11831812306563,2.214153573841363,9.499412527782402,5.788458869307446,8.193278883020326,3.925124111336512,7.902536548506348
0.0025012506253126563,1.0175075995916425,8.00035354413107,8.139721966069972,7.999978725726572,7.997204275545707,7.860296373611348,-2.7403480850205764,9.358392369437688,6.6772706926333845,10.345801322987555,6.419913642173957,8.78849286643435,0.881884792881705,5.1999222214873,6.596973230712679,6.570154911251992,4.744464526204689,4.462448976608265,2.705236793033218,7.749444585088761,8.308611667058193,9.984954761423156,8.700460379321548,8.5855859473597,0.7922229096034373,9.768162921033289,8.667332170664073,5.410745530374918,6.825067740340542,8.703909890415556,2.115967964976033,1.5212908340308386,7.260660397485366,6.3480722662847,4.951233630187441,4.129345649493368,1.714786797247634,10.176773678803107,6.930282321077968,7.788528263528041,4.546440778882731,8.502230649151734
0.0050025012506253125,1.0350934076637237,8.001426838433197,8.27875531118317,7.99982788467843,7.988846019104385,7.721390896997457,5.117491577743529,1.4346899953793004,8.411746192348417,10.328038901222378,6.86887957305335,9.072149877317568,0.9026367850854203,5.287974364771045,6.739752569227414,6.5663785779393,4.75401936132088,4.467651895520766,2.9946052049371925,7.60974133089905,7.996188892833119,9.503340734960759,9.038058807073195,8.54655416058431,2.3726688322356884,14.230824759566978,11.219383003604447,8.76870317805741,6.055422656879842,7.821215882828953,2.115967964916206,1.5212908346911407,7.40187624471338,6.356814371757363,4.971447587449232,4.1400204418815,1.509175865767171,10.579674917277517,7.757959561090269,7.475922044265925,5.4507206363556,8.714972772948725
0.007503751875937969,1.0528727286105624,8.003238750454907,8.417107706925002,7.999412698681121,7.974970206805024,7.583383997010096,1.2626698369270788,7.081965921800324,8.489540634933997,11.213073405457727,12.980409670509879,9.782662650973823,0.9241571465094817,5.376814175135637,6.882900843115455,6.559994075789254,4.762470032775188,4.472223977293771,3.0663376882517586,7.30669864386481,7.6822876262459285,8.980375041210355,9.091985914398611,8.261764347129668,-1.1386487000636873,10.450361537292906,15.961086433016321,11.594311681855068,8.083968231289916,16.51218240471507,2.115967964856352,1.5212908353513144,7.542839827081688,6.362811493821344,4.990480887722759,4.150364366743462,1.6083270381382633,10.570624205907182,8.344925115859253,7.328542646705519,6.411241045522798,8.53304748783116
0.010005002501250625,1.0709536498726402,8.005808194987967,8.554782046972099,7.998592853348779,7.955624374319561,7.446379234955213,7.302276996940214,6.192889457609917,8.904769344002391,5.108573602213657,4.339871351625519,11.160155498738048,0.9464669665911707,5.466432167560368,7.026308972086022,6.5509774985081455,4.769817684535944,4.476186530272976,2.9885117273895023,6.941119765617664,7.475632714575049,8.474905526552122,8.863889365524573,7.8829927435132,-1.6652341763603336,5.83268121479691,5.038255841897611,10.3494708096726,8.030180418618464,4.206501221110269,2.115967964796421,1.521290836011329,7.683434241386976,6.3660210513161495,5.008321854966276,4.160400062062122,1.8707958508602118,10.22889821724189,8.769960113872084,7.329880419665903,7.205135956859291,8.11289054043371
0.01250625312656328,1.089437154057536,8.009154375672944,8.69177648169556,7.997222670463082,7.930859154774779,7.3104831419414715,2.9233410988035438,7.123606902308663,8.9839895531823,10.021213418626246,8.331317218147761,4.491459906893603,0.9695872896132968,5.556817665169318,7.169864424745473,6.539306910309595,4.776064372650422,4.479561910647444,2.777385760628385,6.599993701972595,7.455001363726376,8.050100007301978,8.455030900810506,7.530788868776695,2.7895793539553164,11.387039951080139,6.213941830830104,5.062988246694069,5.1092314555547045,8.970683038326174,2.115967964736482,1.5212908366712066,7.823540225604073,6.36640251876706,5.024959648613157,4.170150905326569,2.1228300936985436,9.764971757184592,9.111396663587726,7.395710415996206,7.732361230006196,7.6603683417842205
0.015007503751875938,1.108417245910611,8.013296995483547,8.828084452724097,7.995151291907127,7.900728821837682,7.175805012234518,2.176823310701497,7.807225627948425,9.162462991091001,13.138630306799854,5.6164957680727206,8.534537825325229,0.9935390863156359,5.647958727268516,7.313451252299185,6.524962389753634,4.781213051430251,4.482373497507584,2.4348188027807702,6.34478119704698,7.632450131503074,7.745420124807348,7.976405012172154,7.249130032591488,4.0368271840521395,13.01693292110317,9.933039609973452,3.690812744075018,10.8720660897833,6.025424994915149,2.1159679646764737,1.5212908373309455,7.963036231314605,6.363917503883956,5.040384267201736,4.179640979778722,2.2717070625897957,9.341106659994633,9.416878810196355,7.454441375366652,8.021935011513124,7.298031361328052
0.017508754377188594,1.127981094438194,8.018256436715692,8.963694726634657,7.992222877555996,7.865291835107086,7.042456655959363,1.7939962769232651,9.244042374603685,5.157046485636057,2.705211496865707,13.654466076591078,5.636378072126757,1.018343224821085,5.739842076573511,7.456950128180863,6.507926071436688,4.785267557974985,4.484645665858906,1.9849931597454673,6.209393595169864,7.965399938459439,7.569690492389555,7.5057602519100906,7.0289832761629505,-0.5987681675244598,12.150026799483683,7.553583206695588,7.686033944784728,12.298488814305834,7.3161641709892224,2.115967964616419,1.5212908379905183,8.101798499576265,6.358529823067196,5.054586550672219,4.188895038911466,2.309089010917368,9.013801134121497,9.698915677366726,7.4801522771060815,8.152012460300249,7.046924004873659
0.02001000500250125,1.1482091904784097,8.024053911179118,9.09859142698567,7.988276819477923,7.824611384779896,6.9105521126225815,-3.685304762058985,7.786358811282796,12.780747535881456,7.010268067994129,9.649170033853604,11.172716995532085,1.04402044090605,5.832453025827233,7.600238393842195,6.488182185449183,4.788232595070802,4.486403757614704,1.4774130609800933,6.201689349279777,8.385829100151652,7.508225627363164,7.085235273776912,6.842644914619379,6.9370234194311715,4.398766804428824,7.9454614030080295,11.202556548518563,10.1204039614575,3.546796093816612,2.1159679645563374,1.5212908386499553,8.239701140304629,6.350205574765647,5.067558181340859,4.1979384692640185,2.262400683148965,8.777034855533417,9.954188058044739,7.475572404438595,8.19016136270798,6.87855070327725
0.022511255627813906,1.1691755199824885,8.03071158137899,9.232754063955593,7.983147974742444,7.77875593242258,6.780207327061903,-1.064512516296099,5.836700112120765,9.664507033081938,3.503371292062746,4.872125361179661,2.145108038993799,1.070591307646415,5.92577540401779,7.743190110938357,6.465717094520615,4.790113712505657,4.48767405059506,0.9714399063478686,6.308320657811331,8.82441806595207,7.534093371257314,6.731060276916507,6.66500765336588,2.6815120655887528,10.002295505184911,14.103844679020511,4.893353251492318,10.251720450215998,8.166487150451827,2.115967964496205,1.5212908393092586,8.376616215250928,6.338913210534335,5.079291683564973,4.206797251564794,2.1609810138037955,8.607290580463097,10.178401820419424,7.45132140249634,8.178709911009918,6.756872724639393
