time,actual-u1,actual-u2,actual-u3,S1-noise-u1,S1-noise-u2,S1-noise-u3,S1-gp-u1,S1-gp-u2,S1-gp-u3,S1-proj-u1,S1-proj-u2,S1-proj-u3,S2-noise-u1,S2-noise-u2,S2-noise-u3,S2-gp-u1,S2-gp-u2,S2-gp-u3,S2-proj-u1,S2-proj-u2,S2-proj-u3,S3-noise-u1,S3-noise-u2,S3-noise-u3,S3-gp-u1,S3-gp-u2,S3-gp-u3,S3-proj-u1,S3-proj-u2,S3-proj-u3,S4-noise-u1,S4-noise-u2,S4-noise-u3,S4-gp-u1,S4-gp-u2,S4-gp-u3,S4-proj-u1,S4-proj-u2,S4-proj-u3,S5-noise-u1,S5-noise-u2,S5-noise-u3,S5-gp-u1,S5-gp-u2,S5-gp-u3,S5-proj-u1,S5-proj-u2,S5-proj-u3,S6-noise-u1,S6-noise-u2,S6-noise-u3,S6-gp-u1,S6-gp-u2,S6-gp-u3,S6-proj-u1,S6-proj-u2,S6-proj-u3,S7-noise-u1,S7-noise-u2,S7-noise-u3,S7-gp-u1,S7-gp-u2,S7-gp-u3,S7-proj-u1,S7-proj-u2,S7-proj-u3,S8-noise-u1,S8-noise-u2,S8-noise-u3,S8-gp-u1,S8-gp-u2,S8-gp-u3,S8-proj-u1,S8-proj-u2,S8-proj-u3,S9-noise-u1,S9-noise-u2,S9-noise-u3,S9-gp-u1,S9-gp-u2,S9-gp-u3,S9-proj-u1,S9-proj-u2,S9-proj-u3,S10-noise-u1,S10-noise-u2,S10-noise-u3,S10-gp-u1,S10-gp-u2,S10-gp-u3,S10-proj-u1,S10-proj-u2,S10-proj-u3,S11-noise-u1,S11-noise-u2,S11-noise-u3,S11-gp-u1,S11-gp-u2,S11-gp-u3,S11-proj-u1,S11-proj-u2,S11-proj-u3,S12-noise-u1,S12-noise-u2,S12-noise-u3,S12-gp-u1,S12-gp-u2,S12-gp-u3,S12-proj-u1,S12-proj-u2,S12-proj-u3,S13-noise-u1,S13-noise-u2,S13-noise-u3,S13-gp-u1,S13-gp-u2,S13-gp-u3,S13-proj-u1,S13-proj-u2,S13-proj-u3,S14-noise-u1,S14-noise-u2,S14-noise-u3,S14-gp-u1,S14-gp-u2,S14-gp-u3,S14-proj-u1,S14-proj-u2,S14-proj-u3,S15-noise-u1,S15-noise-u2,S15-noise-u3,S15-gp-u1,S15-gp-u2,S15-gp-u3,S15-proj-u1,S15-proj-u2,S15-proj-u3,S16-noise-u1,S16-noise-u2,S16-noise-u3,S16-gp-u1,S16-gp-u2,S16-gp-u3,S16-proj-u1,S16-proj-u2,S16-proj-u3,S17-noise-u1,S17-noise-u2,S17-noise-u3,S17-gp-u1,S17-gp-u2,S17-gp-u3,S17-proj-u1,S17-proj-u2,S17-proj-u3,S18-noise-u1,S18-noise-u2,S18-noise-u3,S18-gp-u1,S18-gp-u2,S18-gp-u3,S18-proj-u1,S18-proj-u2,S18-proj-u3,S19-noise-u1,S19-noise-u2,S19-noise-u3,S19-gp-u1,S19-gp-u2,S19-gp-u3,S19-proj-u1,S19-proj-u2,S19-proj-u3,S20-noise-u1,S20-noise-u2,S20-noise-u3,S20-gp-u1,S20-gp-u2,S20-gp-u3,S20-proj-u1,S20-proj-u2,S20-proj-u3,S21-noise-u1,S21-noise-u2,S21-noise-u3,S21-gp-u1,S21-gp-u2,S21-gp-u3,S21-proj-u1,S21-proj-u2,S21-proj-u3,S22-noise-u1,S22-noise-u2,S22-noise-u3,S22-gp-u1,S22-gp-u2,S22-gp-u3,S22-proj-u1,S22-proj-u2,S22-proj-u3,S23-noise-u1,S23-noise-u2,S23-noise-u3,S23-gp-u1,S23-gp-u2,S23-gp-u3,S23-proj-u1,S23-proj-u2,S23-proj-u3,S24-noise-u1,S24-noise-u2,S24-noise-u3,S24-gp-u1,S24-gp-u2,S24-gp-u3,S24-proj-u1,S24-proj-u2,S24-proj-u3,S25-noise-u1,S25-noise-u2,S25-noise-u3,S25-gp-u1,S25-gp-u2,S25-gp-u3,S25-proj-u1,S25-proj-u2,S25-proj-u3,S26-noise-u1,S26-noise-u2,S26-noise-u3,S26-gp-u1,S26-gp-u2,S26-gp-u3,S26-proj-u1,S26-proj-u2,S26-proj-u3,S27-noise-u1,S27-noise-u2,S27-noise-u3,S27-gp-u1,S27-gp-u2,S27-gp-u3,S27-proj-u1,S27-proj-u2,S27-proj-u3,S28-noise-u1,S28-noise-u2,S28-noise-u3,S28-gp-u1,S28-gp-u2,S28-gp-u3,S28-proj-u1,S28-proj-u2,S28-proj-u3,S29-noise-u1,S29-noise-u2,S29-noise-u3,S29-gp-u1,S29-gp-u2,S29-gp-u3,S29-proj-u1,S29-proj-u2,S29-proj-u3,S30-noise-u1,S30-noise-u2,S30-noise-u3,S30-gp-u1,S30-gp-u2,S30-gp-u3,S30-proj-u1,S30-proj-u2,S30-proj-u3
0,0,-5,0,0.000775663,-4.99945447,0.002103743,0.001123658,-4.999660043,0.001042505,-8.16E-05,-4.99998673,-0.000385012,-0.000562072,-5.000683087,0.000159775,0.001527687,-4.999272528,0.000498446,-0.000166694,-5.000222308,-0.000252212,0.001072146,-5.001482565,0.000881666,0.001579528,-4.999932891,-3.77E-05,0.000299279,-5.000105179,6.20E-05,-0.000398995,-5.000702669,-0.000783418,0.001044654,-4.999634514,0.000198204,-5.67E-05,-4.999880787,-0.000462631,-5.43E-05,-5.00027904,0.001507652,0.001168469,-4.999624504,0.000942514,0.000185745,-4.999892039,0.000248842,0.000187164,-5.000524397,0.000992406,0.001383459,-4.999324299,0.000174433,0.000120841,-5.000236202,-4.32E-05,5.23E-05,-5.000460652,0.003097987,0.001251372,-5.000012198,0.001303847,0.000117689,-4.999974152,0.000269575,-0.001604112,-4.99875391,-0.000858535,-0.000842822,-4.998819089,0.000349971,0.000208914,-4.999892998,0.000192645,-0.001893168,-5.000174134,0.000135042,-0.000655258,-4.99945848,-0.000309752,-0.000325092,-4.999861263,-0.00031119,0.001435977,-5.00005938,-0.000608022,0.001629987,-4.99919999,-0.001316529,-0.000130358,-5.00018014,-0.000448826,0.00093114,-5.000558203,-0.0001547,8.35E-05,-4.99992955,-0.000216604,-0.000254664,-5.000329768,-0.000713547,-0.001353767,-5.000567884,0.000154486,0.000568994,-4.999374387,0.000203042,-0.000224419,-4.999962935,-0.000816718,-0.000456481,-5.000132127,-0.000548138,0.000145118,-4.999294888,-0.000605457,-0.000251641,-5.000020053,-0.000703951,-0.00025687,-5.001398679,-0.00150919,0.00087778,-5.000029331,-0.000236448,1.95E-05,-5.000094299,-0.00030252,0.000187839,-4.998901663,0.001340905,0.001230756,-4.999239453,0.000962014,9.83E-06,-4.999890388,0.000209557,-0.001506899,-4.999340106,0.000193366,0.000404847,-4.998709706,0.000854099,3.58E-05,-4.999936866,0.000100937,0.000486197,-5.000248619,0.001023446,0.000442976,-5.000812506,0.000291751,0.000269554,-5.000272039,-0.00028435,0.002274521,-5.001700752,0.001860751,0.002074372,-5.000247794,0.000482589,-4.31E-07,-5.000287405,0.000190335,-0.000917015,-4.998356809,0.001040269,8.71E-05,-4.999126641,0.001372287,-0.000172019,-4.999827056,-6.83E-05,-0.00182022,-4.99994247,0.001081862,0.000295645,-5.000082527,0.000306411,-0.00011343,-5.000063236,9.50E-05,-4.58E-05,-4.999054196,1.67E-05,0.001561149,-4.999255713,-0.000508237,-8.79E-05,-5.000050336,-7.48E-05,-0.000707955,-5.000450904,-0.000391798,0.000969549,-5.000107089,-0.000459242,-7.85E-05,-4.999868861,-0.000490981,-0.001269281,-4.998815437,-0.000742372,0.000541385,-4.999937211,-0.00048426,-1.94E-05,-5.000013196,-0.000359521,0.000967066,-4.999590096,-0.000414058,0.001670051,-4.999421759,7.72E-05,-0.00011895,-4.999859121,-0.000166508,0.000864544,-5.001092916,0.002569547,0.001653299,-5.000371494,0.001458232,-0.000208362,-5.000187081,-7.25E-05,-0.001100526,-4.999515515,0.000730129,0.000339471,-4.999088405,0.000805763,-6.84E-05,-5.00018047,-1.86E-05,-0.001274506,-4.999844581,-0.001070161,2.37E-05,-4.99883594,-0.001174573,-0.000156833,-5.000070027,-0.000562559,0.000678074,-4.999188043,-0.002579422,0.000983298,-4.999441465,-0.001297093,0.000111067,-4.999972462,-0.000396159,0.000590507,-4.999309581,-0.001720266,0.001631552,-4.999443669,-0.000285778,-2.98E-05,-5.000057273,-0.000328262,0.000360396,-5.000945988,0.001460964,0.001319986,-4.99928921,0.000150434,0.000175992,-4.999784645,0.000577745
0.01001001,0.050089514,-5.009769236,0.001946282,0.050767546,-5.010765522,0.001352141,0.050647603,-5.009519326,0.002683719,0.050013646,-5.009757737,0.001591699,0.050418086,-5.008244622,0.002690191,0.051110767,-5.009298554,0.002208588,0.049928578,-5.009989918,0.001710992,0.049992714,-5.008975904,0.001660395,0.051074268,-5.009759429,0.00186903,0.050384445,-5.009871313,0.00199495,0.050142271,-5.008962535,0.003166561,0.050737646,-5.00954327,0.002125191,0.050037735,-5.009651677,0.001515413,0.049400923,-5.009214461,0.001528714,0.050765749,-5.009489237,0.002658765,0.050271391,-5.009662199,0.002184203,0.052116111,-5.00820232,0.000807666,0.050888062,-5.009300988,0.001992823,0.050209292,-5.010001732,0.001902549,0.051210244,-5.010893335,0.002757828,0.050949093,-5.009830463,0.002787428,0.050203756,-5.0097438,0.002201072,0.04992558,-5.009072685,0.002137629,0.049236991,-5.008711588,0.002052059,0.050291949,-5.009661584,0.00212749,0.048824677,-5.0111016,0.000233582,0.049328526,-5.009386319,0.001562907,0.049769537,-5.009633727,0.001638775,0.049198093,-5.008927734,-0.000457097,0.051147666,-5.009067774,0.000870079,0.049963736,-5.009948489,0.001523716,0.050188295,-5.010363789,0.002972422,0.049835887,-5.009845738,0.001568557,0.04984461,-5.010097446,0.001279121,0.050298136,-5.008739043,0.002028761,0.050341542,-5.009338336,0.002026114,0.049876707,-5.009735633,0.001182213,0.049992722,-5.007851676,0.001840682,0.049962717,-5.009256512,0.001268158,0.049846183,-5.009790984,0.001289222,0.050407125,-5.011320501,0.002425998,0.050512303,-5.009798578,0.001793964,0.050112107,-5.009862912,0.001689813,0.04961393,-5.009591241,0.002825486,0.050819609,-5.009255674,0.002505014,0.050096518,-5.009661833,0.00214519,0.050745484,-5.007819553,0.003785942,0.050097919,-5.00874835,0.002630425,0.050122802,-5.009703455,0.002045367,0.048494566,-5.01146606,0.001440038,0.050194851,-5.010578022,0.002002231,0.050359447,-5.010038465,0.001680443,0.051381401,-5.010458832,0.00137462,0.051473745,-5.010100589,0.002378875,0.050090473,-5.01005412,0.002094481,0.049307991,-5.008601282,0.002737083,0.049991206,-5.009026903,0.002891232,0.049918482,-5.009599361,0.001881152,0.050601513,-5.011287664,0.001217972,0.050025353,-5.009995317,0.00222571,0.049980335,-5.009832561,0.002041849,0.050704144,-5.010444967,0.000537874,0.051034718,-5.009230937,0.001659403,0.050002782,-5.009819665,0.00187804,0.050174761,-5.008806843,0.002092635,0.050667477,-5.009927046,0.0013755,0.050016272,-5.009641518,0.001488653,0.049683085,-5.010513007,0.001294372,0.050232823,-5.009723122,0.001574353,0.050073469,-5.009780884,0.001614859,0.048965895,-5.009163883,0.00155879,0.051211458,-5.009367353,0.001870196,0.049970414,-5.009630163,0.001793986,0.050765388,-5.007421851,0.002655565,0.051152435,-5.010191587,0.00303853,0.049881415,-5.00995644,0.001875511,0.048118306,-5.009167418,0.00300571,0.050048499,-5.009112599,0.002546349,0.050024295,-5.009948942,0.001929056,0.049623295,-5.008976465,0.000959365,0.049803473,-5.008908934,0.000842237,0.049939686,-5.009840034,0.001416323,0.050462329,-5.010478883,0.000953391,0.050754679,-5.009366243,0.000999242,0.050202267,-5.009739584,0.001576595,0.049437557,-5.009624962,0.001729575,0.051014629,-5.009382677,0.001607404,0.050064312,-5.009826098,0.001644775,0.050425157,-5.009958843,0.001113213,0.050980975,-5.009153051,0.002068146,0.050259514,-5.009551741,0.002491423
0.02002002,0.100255459,-5.019055766,0.00378649,0.100658319,-5.019870064,0.004467802,0.100383941,-5.01888283,0.004278776,0.100184933,-5.019045959,0.003460409,0.102446246,-5.018044617,0.003249465,0.100867119,-5.018807789,0.003871656,0.100100011,-5.019274785,0.003566889,0.102188786,-5.019289225,0.003241938,0.100773396,-5.019090149,0.00370855,0.100547565,-5.019156293,0.003834618,0.101107748,-5.02009541,0.004640674,0.100598835,-5.018947303,0.003951201,0.100208415,-5.018939849,0.003385267,0.100476033,-5.018983338,0.004626841,0.10055147,-5.018859619,0.004321591,0.100433477,-5.018949741,0.004014006,0.099848271,-5.020924878,0.003255266,0.100600296,-5.018769355,0.003742482,0.100374044,-5.019284585,0.003742046,0.101668983,-5.020838984,0.002212163,0.100807112,-5.019153075,0.004269746,0.100366377,-5.019030748,0.004027289,0.098303855,-5.018552199,0.004873861,0.09944034,-5.018109619,0.003722638,0.100451465,-5.018947512,0.003956688,0.098538984,-5.018481484,0.004261807,0.099438684,-5.018808599,0.003384247,0.099939963,-5.018922285,0.003506761,0.101214398,-5.019181734,0.002098076,0.100860108,-5.018446162,0.002918313,0.100134109,-5.019234197,0.003388206,0.098198867,-5.019756797,0.000863708,0.099767346,-5.019257292,0.003307814,0.100019679,-5.019382297,0.003162605,0.101159287,-5.018463105,0.002753465,0.100267594,-5.018792393,0.003752859,0.10005379,-5.019025553,0.003071635,0.099723889,-5.019252207,0.001839803,0.099936956,-5.018712214,0.00306803,0.100019988,-5.019079089,0.00317329,0.099588657,-5.018520484,0.004783241,0.100327619,-5.019081376,0.003705079,0.100280076,-5.019147855,0.003553091,0.101347756,-5.018243067,0.003120978,0.100603871,-5.018751259,0.004039311,0.100259845,-5.018950599,0.003975297,0.100192605,-5.017631419,0.003589847,0.099978308,-5.018268657,0.004328502,0.100286201,-5.018987538,0.003883695,0.100200115,-5.020994175,0.002790404,0.100118623,-5.019847437,0.003653957,0.100525466,-5.019322189,0.003537845,0.100761642,-5.017524584,0.003662354,0.101083406,-5.019456031,0.004180855,0.100257981,-5.019337658,0.003934712,0.100071771,-5.018245992,0.005812084,0.100035543,-5.018428449,0.004394795,0.100085535,-5.018888849,0.003731289,0.100315318,-5.022000204,0.003671354,0.099929882,-5.019405049,0.004044399,0.10015046,-5.019119199,0.003882605,0.10142439,-5.017665571,0.004073148,0.100712482,-5.018697713,0.003684629,0.100169857,-5.019106208,0.003724386,0.100420973,-5.018450835,0.000444073,0.10052879,-5.019251286,0.003167951,0.100187211,-5.018931503,0.00335997,0.101588382,-5.019998963,0.003845237,0.100104819,-5.019019899,0.003537263,0.100242522,-5.019065824,0.003481397,0.102877082,-5.018004603,0.003612706,0.100935633,-5.018804029,0.003601321,0.100138534,-5.018918449,0.003649413,0.099733014,-5.020673843,0.004467306,0.10084266,-5.019518495,0.004594754,0.100047673,-5.019243099,0.003717275,0.100331051,-5.019246313,0.00419084,0.099927757,-5.018622086,0.004230379,0.100193418,-5.019234721,0.003770426,0.099370355,-5.019391672,0.002688622,0.099753479,-5.018467928,0.002779715,0.10011184,-5.019127905,0.00328536,0.098593608,-5.018582183,0.00529479,0.100677171,-5.018783971,0.00312152,0.100369527,-5.019023985,0.003441474,0.100583519,-5.018764081,0.004179725,0.100607444,-5.018815736,0.003416276,0.100234643,-5.01911218,0.00350979,0.099844861,-5.018935634,0.003917427,0.100808564,-5.018522698,0.003907803,0.100419689,-5.01883631,0.004301114
0.03003003,0.150494018,-5.027857874,0.005528234,0.151575253,-5.027482268,0.00622049,0.150309675,-5.027750038,0.005827847,0.150428518,-5.027849688,0.005228838,0.15081882,-5.027708949,0.005878678,0.150779907,-5.027801019,0.005486181,0.150343785,-5.028075189,0.005323199,0.149905328,-5.02823682,0.003775512,0.150656271,-5.027924853,0.00547844,0.150781307,-5.027956524,0.005566145,0.15070418,-5.028155904,0.004987911,0.150610543,-5.027846874,0.005681844,0.150451475,-5.02774349,0.005154732,0.152218765,-5.028240324,0.006434164,0.150505994,-5.027734751,0.005929586,0.150668179,-5.02775293,0.005745772,0.149333571,-5.028226088,0.005652356,0.15049863,-5.027729399,0.005424628,0.150611375,-5.028082891,0.005482864,0.150992608,-5.027438956,0.005765283,0.15080908,-5.027979803,0.00574252,0.150601718,-5.027833256,0.005755814,0.148956831,-5.026561073,0.005715055,0.149752271,-5.027012601,0.005356871,0.150683701,-5.027749062,0.005687827,0.15090627,-5.026514606,0.004346307,0.149661128,-5.027725387,0.005150495,0.150183708,-5.027726755,0.005250188,0.150211721,-5.028309585,0.005284107,0.15074719,-5.027333939,0.0048377,0.150376723,-5.028035467,0.005152328,0.149541965,-5.028116559,0.004946571,0.149857797,-5.028164257,0.004997225,0.150266811,-5.028182607,0.00494484,0.149293736,-5.02799468,0.006691828,0.150331601,-5.027736842,0.005391356,0.150303029,-5.027830972,0.004859433,0.149634138,-5.028857197,0.004920527,0.150050723,-5.027661898,0.004796759,0.150265989,-5.027882641,0.004956096,0.149097029,-5.028417209,0.004648281,0.15030533,-5.027876709,0.005504065,0.150520677,-5.027949672,0.005290196,0.151076502,-5.027810752,0.004863148,0.15056311,-5.02772761,0.00555916,0.150495931,-5.027755007,0.005707481,0.14967792,-5.027265159,0.006244799,0.150025155,-5.027271769,0.005951193,0.150522189,-5.027787381,0.005623576,0.150336445,-5.027042155,0.004661166,0.150195517,-5.028620998,0.005249593,0.150763796,-5.028121493,0.005295561,0.14947677,-5.028181862,0.005857035,0.150882736,-5.028313687,0.005891591,0.150497717,-5.028138494,0.0056753,0.149640656,-5.027542629,0.004070237,0.150204343,-5.027331002,0.005879137,0.150324652,-5.02769394,0.005460247,0.151716559,-5.028000973,0.005786876,0.149990324,-5.028311252,0.005766416,0.150393163,-5.027921398,0.005624828,0.151671567,-5.027411889,0.004863636,0.150573713,-5.027656303,0.005575968,0.150409535,-5.027908323,0.00547179,0.152085887,-5.029212217,0.00566575,0.150536863,-5.028079477,0.004912811,0.150430566,-5.027737099,0.005130997,0.149490822,-5.02817287,0.005800518,0.150138122,-5.027826697,0.005404511,0.150483938,-5.027866314,0.005247817,0.151471857,-5.028709224,0.006425925,0.150824493,-5.027732309,0.005270635,0.15037696,-5.027723325,0.005413999,0.152369962,-5.028355727,0.005085825,0.150704718,-5.028351596,0.006120169,0.150286626,-5.028045262,0.005460368,0.151310516,-5.028881408,0.006150406,0.149959554,-5.02761741,0.005855865,0.150435079,-5.028036079,0.005513183,0.15046148,-5.028173653,0.004286682,0.149854834,-5.027512866,0.004636109,0.150356876,-5.027930738,0.005053829,0.150219061,-5.029989378,0.003654296,0.150735239,-5.027694999,0.005084038,0.15060908,-5.027823981,0.005206198,0.149927353,-5.027167365,0.00547677,0.150390654,-5.027743007,0.005144694,0.150477257,-5.027913817,0.005274551,0.151474092,-5.026600366,0.004808008,0.150786017,-5.027397335,0.005668646,0.150652823,-5.027636564,0.006014026
0.04004004,0.200801282,-5.036173882,0.007178563,0.199248308,-5.035142393,0.005909378,0.200403215,-5.036120407,0.007331205,0.200740496,-5.036167255,0.006904166,0.201958368,-5.037805921,0.007408663,0.200833364,-5.036278996,0.007051054,0.200656038,-5.036389457,0.006987047,0.199774434,-5.035789686,0.007552007,0.200703457,-5.0362633,0.007177039,0.201084603,-5.036270351,0.007244174,0.201946078,-5.035774665,0.007147579,0.200756286,-5.036242196,0.007322853,0.20076307,-5.036060973,0.006831042,0.200883907,-5.036742732,0.006048472,0.200610896,-5.036113744,0.007481802,0.200971547,-5.03607008,0.007386535,0.200446982,-5.0358456,0.00635047,0.200562819,-5.03618112,0.007040664,0.200917376,-5.036395062,0.007132068,0.199674221,-5.034540095,0.005286019,0.20093977,-5.036310378,0.007198318,0.20090587,-5.036149681,0.007393582,0.199842046,-5.03430624,0.007499784,0.200159045,-5.035419922,0.006950389,0.200984726,-5.036064566,0.007327979,0.200621341,-5.034958961,0.007795754,0.199982896,-5.03613673,0.006858398,0.20049497,-5.03604538,0.006923107,0.202350584,-5.033940324,0.007555348,0.200790044,-5.035729885,0.006637733,0.200687889,-5.036350539,0.006823244,0.198686253,-5.036290437,0.006908947,0.200088555,-5.03656666,0.006633438,0.200582077,-5.03649671,0.006632983,0.200226483,-5.036728501,0.005333001,0.200519059,-5.036171956,0.006949419,0.200620591,-5.036150207,0.006552819,0.20056032,-5.036110503,0.006514618,0.200288124,-5.036105455,0.006457067,0.200580308,-5.036199966,0.006644871,0.201850159,-5.034819013,0.006845116,0.200428191,-5.03618355,0.007198184,0.200831193,-5.036264084,0.00696563,0.200638062,-5.037216107,0.008179675,0.200678107,-5.036186068,0.007059186,0.200800882,-5.036073363,0.007348752,0.200710271,-5.035233694,0.007505603,0.200218949,-5.035758767,0.007501654,0.200826871,-5.036101287,0.007272043,0.199524415,-5.036742789,0.007045772,0.200408036,-5.036898875,0.006791673,0.201070552,-5.036434719,0.006960734,0.200992611,-5.038111485,0.007399235,0.200852307,-5.036673111,0.007514735,0.200807317,-5.036453152,0.007316831,0.20131415,-5.038102841,0.008309274,0.200483051,-5.035734249,0.007340575,0.200633411,-5.036013685,0.007129451,0.200064352,-5.036578978,0.008470252,0.200189033,-5.036713471,0.007396244,0.2007045,-5.036237536,0.007275592,0.200481354,-5.035135085,0.006666261,0.200598933,-5.036106934,0.007342216,0.200717902,-5.03622429,0.007127383,0.200438572,-5.038323074,0.008122605,0.200676184,-5.036411257,0.006605432,0.200742317,-5.036056555,0.006808642,0.201492388,-5.036376908,0.006785394,0.200314705,-5.036142651,0.007176927,0.200793915,-5.03618069,0.006921288,0.20093233,-5.036036513,0.006314403,0.200861104,-5.036152664,0.006878549,0.200684459,-5.036041028,0.007053763,0.20060245,-5.037229494,0.007365052,0.200720576,-5.036690245,0.007609004,0.200594306,-5.036361295,0.007111881,0.200512052,-5.034945835,0.005877582,0.200127347,-5.036099092,0.007421457,0.200745365,-5.036351297,0.007164365,0.19961496,-5.035696239,0.00591694,0.200089968,-5.036043717,0.006410523,0.200669517,-5.036247024,0.00673003,0.202133265,-5.034618758,0.005976307,0.200914432,-5.036099644,0.006900917,0.200917025,-5.036137848,0.006877986,0.201235332,-5.037684181,0.007250391,0.200345934,-5.036164617,0.006796474,0.200788393,-5.036229423,0.006946298,0.203235278,-5.034836693,0.006666465,0.200897701,-5.035776144,0.007350695,0.200954893,-5.035950905,0.007637252
0.05005005,0.25117326,-5.044002147,0.008744019,0.248738611,-5.043593714,0.008465932,0.250644358,-5.043993369,0.008789202,0.251116911,-5.043997022,0.008493068,0.249969594,-5.043954511,0.009664335,0.251012745,-5.044242431,0.008565505,0.251032764,-5.044215929,0.008565062,0.252465071,-5.042698743,0.008597975,0.250896697,-5.044105207,0.008803374,0.251453725,-5.044096384,0.008802882,0.250641655,-5.043737533,0.007611906,0.251020743,-5.044133439,0.008880001,0.251139149,-5.043890674,0.0084208,0.252009026,-5.045372954,0.010170271,0.25084893,-5.043995717,0.008977736,0.251339662,-5.043899558,0.008942887,0.251329042,-5.044084819,0.009804545,0.250773888,-5.044124517,0.00859215,0.251288031,-5.044219466,0.008696288,0.251492173,-5.043719752,0.008747684,0.251185033,-5.044144495,0.008630591,0.251274873,-5.043978396,0.008947166,0.251459564,-5.043979215,0.009070875,0.25064808,-5.04333093,0.008499336,0.251350552,-5.043892404,0.008883656,0.252347597,-5.044091308,0.008177338,0.250392098,-5.044042657,0.008505253,0.250871513,-5.043876643,0.008490747,0.251314176,-5.043999933,0.008584474,0.250971034,-5.043632779,0.00832774,0.251063434,-5.044178032,0.008407645,0.25096491,-5.045644235,0.007227099,0.250442243,-5.0444645,0.008213718,0.250961577,-5.044322984,0.008233779,0.251745116,-5.042672848,0.008887283,0.250816467,-5.044097989,0.00843448,0.25100249,-5.043981601,0.00815863,0.251830109,-5.043143079,0.007483119,0.250634434,-5.044042763,0.008051738,0.250958975,-5.044029438,0.008246346,0.252231186,-5.043007999,0.011013926,0.250680084,-5.04400086,0.008794692,0.251205035,-5.04409161,0.008574899,0.251955183,-5.04345749,0.008285967,0.250930833,-5.044127909,0.008534425,0.25117072,-5.043903982,0.00890557,0.251767167,-5.044799902,0.009203593,0.250541501,-5.043730666,0.008983267,0.251196251,-5.043927618,0.008835654,0.254088901,-5.045435932,0.010043362,0.250739918,-5.044681164,0.008282567,0.251441779,-5.044260214,0.008539988,0.250590416,-5.04436541,0.007776585,0.250973858,-5.044533844,0.009054428,0.251180907,-5.044278748,0.008861559,0.252077308,-5.044167948,0.008368901,0.250858246,-5.043637839,0.00877562,0.251006339,-5.043843786,0.00869148,0.250297236,-5.043925486,0.007691672,0.250509586,-5.044611273,0.008938808,0.251080524,-5.044065937,0.008841419,0.252291407,-5.046533049,0.010342878,0.250769893,-5.044049797,0.008992314,0.25109101,-5.044052525,0.008697736,0.25148806,-5.043213394,0.008731886,0.250932318,-5.044246233,0.008241861,0.251118642,-5.043888161,0.008399644,0.253024995,-5.043635911,0.009792405,0.250617741,-5.043966881,0.008856082,0.251168422,-5.044007297,0.008508488,0.252216506,-5.044557467,0.009346707,0.251029642,-5.044065512,0.008425789,0.251057381,-5.04387174,0.008647185,0.250621926,-5.04618478,0.008639367,0.250873394,-5.044533769,0.009056464,0.250966763,-5.044189551,0.008678354,0.253229089,-5.04314317,0.008868758,0.25041571,-5.044067632,0.008926417,0.251120356,-5.044178802,0.008730592,0.252053533,-5.043551929,0.009715815,0.250442559,-5.044060471,0.00810288,0.251047835,-5.044075764,0.008334919,0.252620851,-5.043272607,0.009697099,0.251201332,-5.043998183,0.008585938,0.251289381,-5.043963993,0.00846347,0.251709445,-5.044384363,0.008897405,0.250455956,-5.044080662,0.008375362,0.251163982,-5.04405716,0.008531668,0.250615952,-5.044159732,0.008358185,0.251129036,-5.043658311,0.008954695,0.251321673,-5.04377772,0.009177153
